src,dst,importance
HPCAL1,ABHD15,0.2857142857142857
TXLNA,ABHD15,0.2727272727272727
CDCP1,ABHD15,0.25
PRSS53,ABHD15,0.25
SPINK4,ABHD15,0.25
TSPAN31,ABHD15,0.25
ENDOD1,ABHD15,0.2307692307692307
SIGLEC6,ABHD15,0.2307692307692307
CD37,ABHD15,0.2222222222222222
GYPC,ABHD15,0.2222222222222222
LYG1,ABHD15,0.2222222222222222
MFSD6,ABHD15,0.2222222222222222
MUC15,ABHD15,0.2222222222222222
HRASLS2,ABHD4,0.1818181818181818
AGPAT5,ABHD4,0.1666666666666666
HINT2,ABHD4,0.15
PLA2G16,ABHD4,0.1463414634146341
C14orf119,ABHD4,0.1428571428571428
CCDC70,ABHD4,0.1428571428571428
IAH1,ABHD4,0.1428571428571428
TMEM106C,ABHD4,0.1428571428571428
NIPSNAP3A,ABHD4,0.1333333333333333
PLA2G4C,ABHD4,0.131578947368421
PDZD8,ABHD4,0.1304347826086956
ZFYVE1,ABHD4,0.1290322580645161
ARGLU1,ABHD4,0.125
NIPSNAP1,ABHD4,0.125
SMIM14,ABHD4,0.125
SSR2,ABHD4,0.125
ABI2,ABI1,0.2558139534883721
WASF2,ABI1,0.1836734693877551
TES,ABI1,0.15625
VASP,ABI1,0.1538461538461538
LDHA,ABI1,0.1515151515151515
RPL34,ABI1,0.1515151515151515
FABP3,ABI1,0.15
NDRG1,ABI1,0.1395348837209302
RPL14,ABI1,0.1388888888888889
CCDC6,ABI1,0.1379310344827586
HIST1H2AC,ABI1,0.1333333333333333
NDRG2,ABI1,0.131578947368421
PPL,ABI1,0.131578947368421
RPS8,ABI1,0.131578947368421
HIST1H2BD,ABI1,0.1290322580645161
RPS18,ABI1,0.1282051282051282
ABI1,ABI2,0.2558139534883721
CCDC6,ABI2,0.2068965517241379
SH3KBP1,ABI2,0.1951219512195122
FGD2,ABI2,0.173076923076923
CDC42BPA,ABI2,0.1707317073170731
GAN,ABI2,0.1666666666666666
RANBP10,ABI2,0.1666666666666666
MIDN,ABI2,0.1612903225806451
TP53BP2,ABI2,0.1578947368421052
CTNNA2,ABI2,0.1555555555555555
WASF2,ABI2,0.1538461538461538
CDC42BPB,ABI2,0.1521739130434782
DIAPH3,ABI2,0.1470588235294117
PDLIM4,ABI2,0.1458333333333333
ZRANB1,ABI2,0.1428571428571428
MVP,ABI2,0.1395348837209302
ABL2,ABL1,0.1333333333333333
WEE1,ABL2,0.2051282051282051
FES,ABL2,0.1964285714285714
YES1,ABL2,0.1886792452830188
CLK4,ABL2,0.1714285714285714
PTK6,ABL2,0.1538461538461538
TESK2,ABL2,0.15
TWF1,ABL2,0.1489361702127659
CLK3,ABL2,0.1428571428571428
HIPK3,ABL2,0.1395348837209302
MAP3K8,ABL2,0.1388888888888889
ABL1,ABL2,0.1333333333333333
PEAK1,ABL2,0.131578947368421
OXSR1,ABL2,0.1304347826086956
PRKX,ABL2,0.1304347826086956
MYO1F,ABL2,0.1282051282051282
PKN2,ABL2,0.1269841269841269
RANBP10,ABTB1,0.3636363636363636
TTC17,ABTB1,0.3636363636363636
ARL4A,ABTB1,0.3333333333333333
FILIP1,ABTB1,0.3333333333333333
MIDN,ABTB1,0.3333333333333333
GRAP2,ABTB1,0.3076923076923077
REPS2,ABTB1,0.3076923076923077
WDR26,ABTB1,0.3076923076923077
SAMD9,ABTB1,0.3
AKAP11,ABTB1,0.2941176470588235
ABHD14B,ABTB1,0.2857142857142857
FAM129A,ABTB1,0.2857142857142857
PLEKHH2,ABTB1,0.2857142857142857
CAPNS2,ABTB1,0.2727272727272727
CDCA4,ABTB1,0.2727272727272727
CNRIP1,ABTB1,0.2727272727272727
HIST1H2AH,ABTB2,0.1666666666666666
HIST2H2AC,ABTB2,0.1666666666666666
HIST1H2AG,ABTB2,0.125
HIST1H2AK,ABTB2,0.125
HIST1H2AM,ABTB2,0.125
HIST1H2AC,ABTB2,0.1111111111111111
ECHDC2,ACAD10,0.3333333333333333
ACAD11,ACAD10,0.2857142857142857
ALDH1L2,ACAD10,0.1875
GUF1,ACAD10,0.1666666666666666
HAGH,ACAD10,0.1666666666666666
FDXR,ACAD10,0.1538461538461538
IARS2,ACAD10,0.1538461538461538
OGDHL,ACAD10,0.1538461538461538
C14orf119,ACAD10,0.1428571428571428
CCDC70,ACAD10,0.1428571428571428
DMGDH,ACAD10,0.1428571428571428
ETHE1,ACAD10,0.1428571428571428
IDH3A,ACAD10,0.1428571428571428
TIMM44,ACAD10,0.1428571428571428
ALAS1,ACAD10,0.1333333333333333
DBT,ACAD10,0.1333333333333333
ACAD10,ACAD11,0.2857142857142857
NIPSNAP3A,ACAD11,0.2142857142857142
MPC2,ACAD11,0.2
NDUFB6,ACAD11,0.1904761904761904
SLC25A6,ACAD11,0.1904761904761904
DUSP23,ACAD11,0.1739130434782608
SLC25A37,ACAD11,0.1666666666666666
TTC19,ACAD11,0.1666666666666666
WDR26,ACAD11,0.1578947368421052
FAM214B,ACAD11,0.1538461538461538
LENG8,ACAD11,0.1538461538461538
PNRC1,ACAD11,0.1538461538461538
ARMCX3,ACAD11,0.15
GCAT,ACAD11,0.15
TIMM23,ACAD11,0.15
TMEM8B,ACAD11,0.15
ARFGAP3,ACAP2,0.2352941176470588
ARHGEF12,ACAP2,0.1666666666666666
KIDINS220,ACAP2,0.1578947368421052
ARAP2,ACAP2,0.1538461538461538
ASAP2,ACAP2,0.1538461538461538
PRAF2,ACAP2,0.1538461538461538
ARAP3,ACAP2,0.15
NCF4,ACAP2,0.15
ARHGAP18,ACAP2,0.1428571428571428
DEPDC1,ACAP2,0.1428571428571428
MYO9B,ACAP2,0.1379310344827586
ARHGAP30,ACAP2,0.1333333333333333
ARHGAP31,ACAP2,0.1333333333333333
ZNF106,ACAP2,0.1333333333333333
ARHGAP28,ACAP2,0.125
ARHGDIB,ACAP2,0.125
MBOAT7,ACAT2,0.1764705882352941
SMIM14,ACAT2,0.1739130434782608
SSR2,ACAT2,0.1739130434782608
SSR3,ACAT2,0.1739130434782608
SQLE,ACAT2,0.1666666666666666
SSR1,ACAT2,0.1666666666666666
TMCC2,ACAT2,0.1666666666666666
TMEM50B,ACAT2,0.16
C14orf1,ACAT2,0.1538461538461538
SHISA5,ACAT2,0.1538461538461538
NPC2,ACAT2,0.15
SPCS3,ACAT2,0.1481481481481481
FDFT1,ACAT2,0.1428571428571428
REEP6,ACAT2,0.1428571428571428
SLC39A7,ACAT2,0.1428571428571428
TMEM97,ACAT2,0.1428571428571428
GPR108,ACBD3,0.2857142857142857
GOLGA3,ACBD3,0.2666666666666666
ARFGAP3,ACBD3,0.25
GNPTG,ACBD3,0.25
TMEM167A,ACBD3,0.25
TMEM87B,ACBD3,0.25
BROX,ACBD3,0.2222222222222222
C14orf119,ACBD3,0.2222222222222222
C2orf88,ACBD3,0.2222222222222222
CCDC70,ACBD3,0.2222222222222222
HPCAL1,ACBD3,0.2222222222222222
TMEM59L,ACBD3,0.2222222222222222
GRINA,ACBD3,0.2142857142857142
RAB33A,ACBD3,0.2142857142857142
RABAC1,ACBD3,0.2142857142857142
GOLGB1,ACBD3,0.2105263157894736
ANKRD40,ACBD7,0.25
ANKRD55,ACBD7,0.25
APOL6,ACBD7,0.25
C15orf65,ACBD7,0.25
C16orf87,ACBD7,0.25
C1orf63,ACBD7,0.25
C20orf195,ACBD7,0.25
CCDC17,ACBD7,0.25
CCDC74A,ACBD7,0.25
CDRT4,ACBD7,0.25
CLHC1,ACBD7,0.25
ERICH2,ACBD7,0.25
FAM129C,ACBD7,0.25
FAM133A,ACBD7,0.25
FAM214A,ACBD7,0.25
FAM228A,ACBD7,0.25
GALNT10,ACER2,0.1111111111111111
GALNT5,ACER2,0.1111111111111111
ZC3H13,ACIN1,0.35
PRPF3,ACIN1,0.3333333333333333
AKAP17A,ACIN1,0.3181818181818182
SRSF4,ACIN1,0.3181818181818182
CDCA4,ACIN1,0.2941176470588235
SF3B2,ACIN1,0.2916666666666667
SRSF7,ACIN1,0.2916666666666667
ASCC3,ACIN1,0.28
SNRNP48,ACIN1,0.2777777777777778
PPIL4,ACIN1,0.2631578947368421
SNRNP25,ACIN1,0.2631578947368421
MBNL1,ACIN1,0.2592592592592592
DDX39A,ACIN1,0.25
GRAP2,ACIN1,0.25
SDE2,ACIN1,0.25
ZNF326,ACIN1,0.25
CCR10,ACKR2,0.7307692307692307
CCRL2,ACKR2,0.4642857142857143
CCR6,ACKR2,0.2888888888888888
MS4A2,ACKR2,0.2142857142857142
GPR75,ACKR2,0.1923076923076923
CLINT1,ACKR2,0.1875
TNFRSF4,ACKR2,0.1764705882352941
GMIP,ACKR2,0.1724137931034483
NCR3,ACKR2,0.1724137931034483
BLVRB,ACKR2,0.1666666666666666
DENND1C,ACKR2,0.1666666666666666
KISS1R,ACKR2,0.1666666666666666
GPR35,ACKR2,0.1612903225806451
ZFYVE9,ACKR2,0.1612903225806451
C9orf47,ACKR2,0.1578947368421052
CD79B,ACKR2,0.15625
BAAT,ACOT11,0.21875
CRYL1,ACOT11,0.1578947368421052
OLAH,ACOT11,0.1428571428571428
WSB2,ACOT11,0.125
ACBD7,ACOT11,0.1176470588235294
CMBL,ACOT11,0.1176470588235294
IDH2,ACOT11,0.1153846153846153
CAPS,ACOT11,0.1111111111111111
AMACR,ACOX2,0.217391304347826
IDI2,ACOX2,0.16
SAMD9,ACOX2,0.1578947368421052
UHRF1BP1L,ACOX2,0.1578947368421052
HSPB9,ACOX2,0.15
PHYH,ACOX2,0.1428571428571428
ARHGAP30,ACOX2,0.1363636363636363
CA13,ACOX2,0.1304347826086956
CALCOCO2,ACOX2,0.1290322580645161
CRYM,ACOX2,0.1290322580645161
IDH1,ACOX2,0.1219512195121951
LONP2,ACOX2,0.1212121212121212
BLVRB,ACOX2,0.12
DENND1C,ACOX2,0.12
GCA,ACOX2,0.12
GPBP1,ACOX2,0.12
RIMBP3C,ACRBP,0.3
CCDC136,ACRBP,0.2
CASC5,ACRBP,0.1875
FNDC3A,ACRBP,0.1875
SPACA3,ACRBP,0.1764705882352941
SPAG6,ACRBP,0.1764705882352941
C9orf9,ACRBP,0.1538461538461538
C7orf61,ACRBP,0.1428571428571428
IGIP,ACRBP,0.1428571428571428
KIAA0100,ACRBP,0.1428571428571428
TEX22,ACRBP,0.1428571428571428
VWA7,ACRBP,0.1428571428571428
FGF11,ACRBP,0.1333333333333333
MFAP1,ACRBP,0.1333333333333333
RSPH1,ACRBP,0.1333333333333333
TSSK4,ACRBP,0.1304347826086956
CYHR1,ACRC,0.3333333333333333
CDCA4,ACRC,0.3
DNTTIP2,ACRC,0.3
GTF2IRD2,ACRC,0.3
GTF2IRD2B,ACRC,0.3
HN1,ACRC,0.3
HSPB9,ACRC,0.3
KIAA0907,ACRC,0.3
MORC4,ACRC,0.3
POLR3GL,ACRC,0.3
ANKRD10,ACRC,0.2857142857142857
FAM214B,ACRC,0.2857142857142857
LENG8,ACRC,0.2857142857142857
LYSMD1,ACRC,0.2857142857142857
PNRC1,ACRC,0.2857142857142857
VWA5A,ACRC,0.2857142857142857
ANKRD40,ACRV1,0.3333333333333333
ANKRD55,ACRV1,0.3333333333333333
C15orf65,ACRV1,0.3333333333333333
C16orf87,ACRV1,0.3333333333333333
C1orf63,ACRV1,0.3333333333333333
C20orf195,ACRV1,0.3333333333333333
CCDC17,ACRV1,0.3333333333333333
CCDC74A,ACRV1,0.3333333333333333
CDRT4,ACRV1,0.3333333333333333
CLHC1,ACRV1,0.3333333333333333
ERICH2,ACRV1,0.3333333333333333
FAM129C,ACRV1,0.3333333333333333
FAM133A,ACRV1,0.3333333333333333
FAM214A,ACRV1,0.3333333333333333
FAM228A,ACRV1,0.3333333333333333
GPATCH2L,ACRV1,0.3333333333333333
ACSL6,ACSL1,0.4516129032258064
ACSL5,ACSL1,0.4375
ACSL3,ACSL1,0.2954545454545454
ACSL4,ACSL1,0.2926829268292683
SLC27A2,ACSL1,0.2444444444444444
SLC27A1,ACSL1,0.1612903225806451
MLEC,ACSL1,0.1388888888888889
PLP2,ACSL1,0.1388888888888889
MSMO1,ACSL1,0.1351351351351351
DNAJC1,ACSL1,0.1282051282051282
CKAP4,ACSL1,0.125
LPGAT1,ACSL1,0.125
PNPLA8,ACSL1,0.125
TMEM50B,ACSL1,0.125
DDOST,ACSL1,0.1219512195121951
KIAA0922,ACSL1,0.1212121212121212
ACSL4,ACSL3,0.4857142857142857
ACSL6,ACSL3,0.375
ACSL5,ACSL3,0.3636363636363636
ACSL1,ACSL3,0.2954545454545454
CKAP4,ACSL3,0.2222222222222222
MSMO1,ACSL3,0.2058823529411764
ITM2C,ACSL3,0.2
SLC27A2,ACSL3,0.1956521739130435
SLC39A7,ACSL3,0.1875
MLEC,ACSL3,0.1764705882352941
PLP2,ACSL3,0.1764705882352941
MS4A4A,ACSL3,0.1724137931034483
RTN3,ACSL3,0.1666666666666666
TMEM50B,ACSL3,0.1666666666666666
ZFYVE1,ACSL3,0.1627906976744186
DNAJC1,ACSL3,0.1621621621621621
ACSL3,ACSL4,0.4857142857142857
ACSL6,ACSL4,0.4285714285714285
ACSL5,ACSL4,0.3666666666666666
ACSL1,ACSL4,0.2926829268292683
SLC27A2,ACSL4,0.2439024390243902
CKAP4,ACSL4,0.2121212121212121
MSMO1,ACSL4,0.1935483870967742
KIAA0922,ACSL4,0.1851851851851851
MLEC,ACSL4,0.1612903225806451
PLP2,ACSL4,0.1612903225806451
REEP1,ACSL4,0.15625
TMC6,ACSL4,0.15625
MGST2,ACSL4,0.1538461538461538
ITM2C,ACSL4,0.1515151515151515
TMEM50B,ACSL4,0.1481481481481481
DNAJC1,ACSL4,0.1470588235294117
ACSL6,ACSL5,0.5714285714285714
ACSL1,ACSL5,0.4375
ACSL4,ACSL5,0.3666666666666666
ACSL3,ACSL5,0.3636363636363636
SLC39A7,ACSL5,0.2857142857142857
LETMD1,ACSL5,0.2727272727272727
TMEM50B,ACSL5,0.2631578947368421
MLEC,ACSL5,0.2608695652173913
PLP2,ACSL5,0.2608695652173913
MSMO1,ACSL5,0.25
AGPAT5,ACSL5,0.2307692307692307
DNAJC1,ACSL5,0.2307692307692307
TMEM8B,ACSL5,0.2272727272727272
CKAP4,ACSL5,0.2222222222222222
MFSD6,ACSL5,0.2222222222222222
SMIM14,ACSL5,0.2222222222222222
ACSL5,ACSL6,0.5714285714285714
ACSL1,ACSL6,0.4516129032258064
ACSL4,ACSL6,0.4285714285714285
ACSL3,ACSL6,0.375
SLC27A2,ACSL6,0.2285714285714285
MLEC,ACSL6,0.217391304347826
PLP2,ACSL6,0.217391304347826
TMEM50B,ACSL6,0.2105263157894736
MSMO1,ACSL6,0.2083333333333333
KIAA0922,ACSL6,0.2
DNAJC1,ACSL6,0.1923076923076923
CKAP4,ACSL6,0.1851851851851851
GDPD1,ACSL6,0.1818181818181818
SLC39A7,ACSL6,0.1818181818181818
DDOST,ACSL6,0.1785714285714285
TAPBPL,ACSL6,0.1739130434782608
OXSM,ACSM3,0.1666666666666666
NME4,ACSM3,0.16
HSPE1,ACSM3,0.1538461538461538
HAGH,ACSM3,0.15
IARS2,ACSM3,0.1428571428571428
OGDHL,ACSM3,0.1428571428571428
TIMM44,ACSM3,0.1363636363636363
ATAD3C,ACSM3,0.125
OSGEPL1,ACSM3,0.125
ACAD10,ACSM3,0.1176470588235294
SMARCC1,ACTB,0.2
SMARCC2,ACTB,0.1780821917808219
ACTG1,ACTB,0.1685393258426966
EP400,ACTB,0.1617647058823529
PBRM1,ACTB,0.1617647058823529
MRGBP,ACTB,0.1612903225806451
EPC1,ACTB,0.1333333333333333
BRD8,ACTB,0.1304347826086956
MORF4L2,ACTB,0.1304347826086956
SMAP2,ACTB,0.1111111111111111
ACTB,ACTG1,0.1685393258426966
ACTR3,ACTG1,0.15625
PPL,ACTG1,0.1428571428571428
TLN1,ACTG1,0.1384615384615384
VIM,ACTG1,0.136986301369863
TPM4,ACTG1,0.135593220338983
SDCBP,ACTG1,0.1304347826086956
VCL,ACTG1,0.1282051282051282
FLNB,ACTG1,0.1269841269841269
MSN,ACTG1,0.1264367816091954
HSPA6,ACTG1,0.125
HSPB1,ACTG1,0.1219512195121951
CLIC1,ACTG1,0.1212121212121212
RPS27A,ACTG1,0.1212121212121212
ITGA2B,ACTG1,0.1206896551724138
PTPRA,ACTG1,0.1206896551724138
SERPINB8,ACTG2,0.2105263157894736
CFHR3,ACTG2,0.2
DDTL,ACTG2,0.1875
HSPA12A,ACTG2,0.1875
POTEE,ACTG2,0.1875
POTEF,ACTG2,0.1875
SH3BGRL,ACTG2,0.1875
CDC42BPA,ACTG2,0.1724137931034483
AK1,ACTG2,0.1666666666666666
C1RL,ACTG2,0.1666666666666666
DARS,ACTG2,0.1666666666666666
HSPA4L,ACTG2,0.1666666666666666
RPL28,ACTG2,0.1666666666666666
WARS,ACTG2,0.1612903225806451
MYH11,ACTG2,0.16
CKM,ACTG2,0.1578947368421052
BSDC1,ACTL8,0.5
DNAJC12,ACTL8,0.5
NBPF1,ACTL8,0.5
TAGLN,ACTL8,0.4285714285714285
ATXN7L3B,ACTL8,0.4
CBWD3,ACTL8,0.4
GSTCD,ACTL8,0.4
KIAA1191,ACTL8,0.4
TROAP,ACTL8,0.4
BEX5,ACTL8,0.3333333333333333
CCDC146,ACTL8,0.3333333333333333
CCDC28B,ACTL8,0.3333333333333333
PPIL6,ACTL8,0.3333333333333333
SH3BGRL3,ACTL8,0.3333333333333333
CCDC64B,ACTL8,0.2857142857142857
CXorf22,ACTL8,0.2857142857142857
TPM4,ACTN2,0.1833333333333333
SPTAN1,ACTN2,0.1746031746031746
TLN1,ACTN2,0.1470588235294117
TCAP,ACTN2,0.1408450704225352
COTL1,ACTN2,0.1379310344827586
FLNB,ACTN2,0.1363636363636363
WDR1,ACTN2,0.1304347826086956
SPTBN1,ACTN2,0.1282051282051282
TPM3,ACTN2,0.1272727272727272
TPM1,ACTN2,0.1265822784810126
LDB3,ACTN2,0.1147540983606557
ACTR3,ACTR2,0.6
ARPC5,ACTR2,0.3061224489795918
ARPC1B,ACTR2,0.2439024390243902
GSN,ACTR2,0.175
RPS18,ACTR2,0.1702127659574468
CAND1,ACTR2,0.1666666666666666
MVP,ACTR2,0.16
PSMC2,ACTR2,0.16
AVIL,ACTR2,0.1568627450980392
TUBB4B,ACTR2,0.1568627450980392
COTL1,ACTR2,0.1555555555555555
PSMD12,ACTR2,0.1555555555555555
RPL12,ACTR2,0.1521739130434782
AHNAK,ACTR2,0.1509433962264151
EEF2,ACTR2,0.1509433962264151
FLNB,ACTR2,0.1509433962264151
ACTR2,ACTR3,0.6
ARPC1B,ACTR3,0.3225806451612903
ARPC5,ACTR3,0.3170731707317073
FLNB,ACTR3,0.2142857142857142
AVIL,ACTR3,0.1951219512195122
ABHD14B,ACTR3,0.1935483870967742
RPS8,ACTR3,0.1891891891891892
AHNAK,ACTR3,0.1860465116279069
HSPA12A,ACTR3,0.1851851851851851
RPS18,ACTR3,0.1842105263157894
TWF1,ACTR3,0.1818181818181818
RPL37A,ACTR3,0.1764705882352941
CDC42BPA,ACTR3,0.175
ZYX,ACTR3,0.175
DARS,ACTR3,0.1714285714285714
MYH10,ACTR3,0.1666666666666666
ACVR2A,ACVR1B,0.3225806451612903
AMHR2,ACVR1B,0.2448979591836734
ACVRL1,ACVR1B,0.2272727272727272
OXSR1,ACVR1B,0.1509433962264151
TGFBR2,ACVR1B,0.1452991452991453
PRKACB,ACVR1B,0.1428571428571428
MAP3K12,ACVR1B,0.1403508771929824
CDK15,ACVR1B,0.1304347826086956
PIM3,ACVR1B,0.1304347826086956
KALRN,ACVR1B,0.1296296296296296
IL2RG,ACVR1B,0.1272727272727272
OBSCN,ACVR1B,0.1269841269841269
CDC42BPB,ACVR1B,0.125
KSR1,ACVR1B,0.125
DMPK,ACVR1B,0.1206896551724138
PIM2,ACVR1B,0.12
ACVR1B,ACVR2A,0.3225806451612903
AMHR2,ACVR2A,0.2181818181818181
ACVRL1,ACVR2A,0.1875
BMPR2,ACVR2A,0.1818181818181818
HFE2,ACVR2A,0.1578947368421052
TESK2,ACVR2A,0.1296296296296296
ADCY4,ACVR2A,0.1153846153846153
CDK15,ACVR2A,0.1153846153846153
TGFBR2,ACVR2A,0.1111111111111111
ACVR1B,ACVRL1,0.2272727272727272
BMPR2,ACVRL1,0.21875
ACVR2A,ACVRL1,0.1875
TGFBR2,ACVRL1,0.1448275862068965
AMHR2,ACVRL1,0.1341463414634146
MIPOL1,ACYP2,0.4
UHRF1BP1,ACYP2,0.4
C1QTNF6,ACYP2,0.3333333333333333
CT45A5,ACYP2,0.3333333333333333
TNFAIP8L1,ACYP2,0.2857142857142857
ANKRD40,ACYP2,0.25
ANKRD55,ACYP2,0.25
C15orf65,ACYP2,0.25
C16orf87,ACYP2,0.25
C19orf59,ACYP2,0.25
C1orf63,ACYP2,0.25
C20orf195,ACYP2,0.25
CCDC125,ACYP2,0.25
CCDC17,ACYP2,0.25
CCDC74A,ACYP2,0.25
CDRT4,ACYP2,0.25
ADAM17,ADAM10,0.219047619047619
ZYX,ADAM10,0.1232876712328767
ITGB2,ADAM10,0.1226415094339622
TSPAN33,ADAM10,0.1212121212121212
CD59,ADAM10,0.12
CYBA,ADAM10,0.1192660550458715
PDGFC,ADAM10,0.119047619047619
IL1RAPL1,ADAM10,0.1184210526315789
NUMB,ADAM10,0.1168831168831168
BST2,ADAM10,0.1162790697674418
CRYAB,ADAM10,0.1153846153846153
ITGA2B,ADAM10,0.1111111111111111
MYH9,ADAM10,0.1101694915254237
ADAM10,ADAM17,0.219047619047619
ITGA5,ADAM17,0.1212121212121212
HBEGF,ADAM17,0.1176470588235294
ERAP1,ADAM17,0.1123595505617977
RHBDL2,ADAM20,0.2727272727272727
MMP23B,ADAM20,0.2222222222222222
ADAMTS14,ADAM20,0.2
CLCA1,ADAM20,0.2
IFITM10,ADAM20,0.2
RNF222,ADAM20,0.2
XKR3,ADAM20,0.2
ADAMTS4,ADAM20,0.1904761904761904
ADAMTS10,ADAM20,0.1875
IGDCC4,ADAM20,0.1818181818181818
NPDC1,ADAM20,0.1818181818181818
SUSD3,ADAM20,0.1818181818181818
ANPEP,ADAM20,0.1785714285714285
ANTXR2,ADAM20,0.1764705882352941
MOG,ADAM20,0.1764705882352941
SLC9B1,ADAM20,0.1764705882352941
